Date,fgroup,ratio,lower,upper
2023-03-08,HTLP,0.5626014428178632,0.4363126636724313,0.7254439529593257
2023-03-17,HTLP,0.5639613578502067,0.43782849857555306,0.7264315004231384
2023-03-26,HTLP,0.5653245600566567,0.4393361648330729,0.7274426368352406
2023-04-04,HTLP,0.5666910573829407,0.4408353771647508,0.7284777292222127
2023-04-13,HTLP,0.5680608577939916,0.4423258508278932,0.7295371445138616
2023-04-23,HTLP,0.5694339692739954,0.44380730195906226,0.7306212492038886
2023-05-02,HTLP,0.5708103998264378,0.44527944792486157,0.7317304090014926
2023-05-11,HTLP,0.5721901574741501,0.4467420076809667,0.7328649884747375
2023-05-20,HTLP,0.5735732502593563,0.44819470213848867,0.734025350686604
2023-05-29,HTLP,0.5749596862437204,0.4496372545366783,0.7352118568247131
2023-06-07,HTLP,0.5763494735083923,0.45106939082089786,0.736424865825791
2023-06-16,HTLP,0.5777426201540561,0.45249084002472123,0.7376647339960253
2023-06-25,HTLP,0.5791391343009764,0.4539013346549455,0.7389318146285163
2023-07-04,HTLP,0.5805390240890467,0.4553006110782404,0.7402264576191115
2023-07-14,HTLP,0.5819422976778352,0.45668840990809734,0.7415490090819439
2023-07-23,HTLP,0.5833489632466343,0.45806447639069753,0.7428998109660746
2023-08-01,HTLP,0.5847590289945068,0.4594285607882661,0.7442792006746565
2023-08-10,HTLP,0.5861725031403342,0.46078041875845405,0.7456875106880851
2023-08-19,HTLP,0.5875893939228644,0.46211981172825844,0.7471250681926273
2023-08-28,HTLP,0.5890097096007607,0.46344650726098,0.7485921947160232
2023-09-06,HTLP,0.5904334584526484,0.4647602794147118,0.7500892057715725
2023-09-15,HTLP,0.5918606487771645,0.46606090909086034,0.7516164105122018
2023-09-24,HTLP,0.5932912888930042,0.467348184371216,0.7531741113959949
2023-10-04,HTLP,0.5947253871389719,0.46862190084212574,0.7547626038646401
2023-10-13,HTLP,0.5961629518740279,0.4698818619043516,0.7563821760361995
2023-10-22,HTLP,0.5976039914773376,0.4711278790672616,0.7580331084135635
2023-10-31,HTLP,0.5990485143483205,0.4723597722260585,0.7597156736098809
2023-11-09,HTLP,0.6004965289066996,0.47357736992082594,0.7614301360921873
2023-11-18,HTLP,0.6019480435925494,0.47478050957625867,0.7631767519443611
2023-11-27,HTLP,0.6034030668663453,0.4759690377210374,0.76495576865045
2023-12-06,HTLP,0.6048616072090144,0.4771428101859145,0.766767424899306
2023-12-15,HTLP,0.606323673121983,0.4783016922796816,0.7686119504113454
2023-12-25,HTLP,0.6077892731272272,0.47944555894231916,0.7704895657881474
2024-01-03,HTLP,0.6092584157673224,0.4805742948747426,0.7724004823854683
2024-01-12,HTLP,0.610731109605493,0.481687794644694,0.7743449022101258
2024-01-21,HTLP,0.6122073632256622,0.4827859627684592,0.7763230178410722
2024-01-30,HTLP,0.6136871852325025,0.4838687137682246,0.778335012374846
2024-02-08,HTLP,0.6151705842514852,0.4849359722050192,0.7803810593954463
2024-02-17,HTLP,0.616657568928931,0.4859876726873312,0.7824613229685571
2024-02-26,HTLP,0.6181481479320606,0.4870237598556073,0.784575957659897
2024-03-06,HTLP,0.6196423299490453,0.4880441883429843,0.7867251085773552
